,company,listing_data,offering_price,starting_price,label,closing_price,stock_market,company_size,sales,profit_before_tax,income,capital,offering_number,par_value,old_sales_ratio,general_competition_rate,offering_price_total,subscription_limit,offering_date,ownership_ratio,institutional_ratio,subscription_margin_rate,institutional_competition_rate,obligatory,desired_offering_price_min,desired_offering_price_max,desired_offering_price,manager,manager_rank,topic,topic_per,each_topic_per
588,엠지메드,2015-11-20,40000,41000,0,36300,코스닥,중소일반,4691,225,208,1037,350000,500,0.0,1350.05,14000,7000,2015-11-12,10.0,70.0,50%,715.39,14.86,33000,40000,1,신한,6.0,2,0.8765,"[(0, 0.0342512), (1, 0.02742033), (2, 0.8765157), (3, 0.03253082), (4, 0.029281942)]"
589,리드,2015-11-20,5100,4590,0,3945,코스닥,중소일반,40483,1791,2004,2310,781580,500,0.0,45.64,3986,7500,2015-11-12,10.0,70.0,50%,42.89,7.0,4500,5100,1,대우,1.0,4,0.8827,"[(0, 0.034188814), (1, 0.027420128), (2, 0.023148693), (3, 0.032530036), (4, 0.88271236)]"
590,케이디켐,2015-11-19,16000,14850,0,12500,코스닥,중소일반,43295,5456,4401,2017,1160000,500,0.0,5.46,18560,23000,2015-11-11,0.0,80.0,50%,66.2,3.0,14700,17800,1,대신,9.0,0,0.8876,"[(0, 0.88761884), (1, 0.027420437), (2, 0.023148764), (3, 0.032529984), (4, 0.029281957)]"
591,매직마이크로,2015-11-19,5500,5420,0,4850,코스닥,중소일반,53279,3590,3413,3111,1600000,500,0.0,36.57,8800,16000,2015-11-11,0.0,80.0,50%,75.03,1.33,5200,6400,1,미래에셋,1.0,0,0.4453,"[(0, 0.44530898), (1, 0.43595257), (2, 0.032352746), (3, 0.045463268), (4, 0.040922433)]"
592,네오오토,2015-11-18,12000,11800,0,10000,코스닥,중소일반,108776,8357,6831,2625,1549514,500,0.0,34.44,18594,30000,2015-11-10,12.1,67.9,50%,113.08,3.54,11400,12800,1,신영,12.0,1,0.8335,"[(0, 0.047781542), (1, 0.83348054), (2, 0.032352198), (3, 0.04546327), (4, 0.040922437)]"
593,케어젠,2015-11-17,110000,101500,0,107000,코스닥,중소일반,28584,17757,14155,5355,1620000,500,0.0,263.19,178200,6000,2015-11-05,1.0,79.0,50%,833.46,62.0,80000,90000,2,그외,17.0,1,0.7236,"[(0, 0.079316765), (1, 0.7235801), (2, 0.05370403), (3, 0.07546843), (4, 0.06793067)]"
594,아이진,2015-11-16,13500,12900,0,13100,코스닥,중소일반,27546,-2926,-2926,4235,1485257,500,0.0,267.72,20051,11800,2015-11-05,15.0,65.0,50%,408.1,7.5,12000,13500,1,NH,4.0,1,0.7236,"[(0, 0.079315856), (1, 0.7235831), (2, 0.053703494), (3, 0.07546761), (4, 0.06792997)]"
595,나무가,2015-11-12,37000,33400,0,33000,코스닥,중소일반,218331,2423,1822,1462,878000,500,0.0,0.91,32486,17560,2015-11-04,10.0,70.0,50%,108.34,3.62,32000,37000,1,교보,11.0,0,0.7393,"[(0, 0.7392852), (1, 0.06361292), (2, 0.053704415), (3, 0.075467564), (4, 0.06792993)]"
596,유앤아이,2015-11-12,30000,28650,0,24350,코스닥,중소일반,15639,1575,1553,3768,1500000,500,0.0,638.25,45000,30000,2015-11-03,5.0,75.0,50%,377.4,4.0,25000,30000,1,키움,7.0,3,0.6905,"[(0, 0.24732065), (1, 0.021348134), (2, 0.018022893), (3, 0.69051147), (4, 0.02279685)]"
597,금호에이치티,2015-11-11,10000,9500,0,8860,거래소,중소일반,175222,16722,13520,4600,4495950,500,0.0,32.87,44960,35600,2015-11-03,20.0,60.0,50%,46.05,8.0,12700,15700,0,NH,4.0,1,0.8335,"[(0, 0.047781542), (1, 0.83348054), (2, 0.032352194), (3, 0.04546327), (4, 0.040922437)]"
598,제주항공,2015-11-06,30000,49500,0,48100,거래소,중소일반,510636,32007,32007,129533,5500000,5000,0.0,448.5,165000,28000,2015-10-29,20.0,60.0,50%,378.67,77.99,23000,28000,2,NH,4.0,4,0.8361,"[(0, 0.047782153), (1, 0.038322218), (2, 0.032352477), (3, 0.045463827), (4, 0.8360793)]"
599,더블유게임즈,2015-11-04,65000,65100,0,62500,코스닥,중소일반,71257,31090,27908,8544,4272450,500,0.0,241.18,277709,17000,2015-10-27,0.0,80.0,50%,413.82,14.66,51000,61000,2,대우,1.0,3,0.9385,"[(0, 0.018446365), (1, 0.014794352), (2, 0.012489741), (3, 0.9384712), (4, 0.015798355)]"
600,연우,2015-11-02,25200,28150,0,36550,코스닥,중소일반,168759,10888,8670,6199,2405680,500,0.0,680.0,60623,15500,2015-10-23,15.0,65.0,50%,317.0,51.0,20300,25200,1,대우,1.0,1,0.7236,"[(0, 0.07931714), (1, 0.72357893), (2, 0.053704243), (3, 0.07546876), (4, 0.06793095)]"
601,에이티젠,2015-10-23,17000,34000,1,25800,코스닥,중소일반,1678,-6031,-6031,5036,1007255,500,0.0,1166.97,17123,8000,2015-10-15,20.0,60.0,50%,695.7,40.6,12500,14500,2,NH,4.0,3,0.8406,"[(0, 0.047781575), (1, 0.038321797), (2, 0.03235213), (3, 0.840622), (4, 0.040922463)]"
602,엑시콘,2015-10-22,10000,10400,0,8650,코스닥,중소일반,38036,5363,5831,3411,2000000,500,0.0,9.05,20000,20000,2015-10-14,3.0,77.0,50%,28.34,0.0,13500,16500,0,그외,17.0,4,0.8827,"[(0, 0.034188744), (1, 0.027420077), (2, 0.02314865), (3, 0.032529972), (4, 0.88271254)]"
603,에치디프로,2015-10-13,8900,9580,0,8650,코스닥,중소일반,66063,3662,2664,2993,1516209,500,0.0,843.36,13494,30000,2015-10-02,3.0,77.0,50%,362.84,6.21,7800,8900,1,대신,9.0,4,0.3231,"[(0, 0.01846236), (1, 0.16904037), (2, 0.3184269), (3, 0.1709324), (4, 0.32313797)]"
604,엘아이지넥스원,2015-10-02,76000,68400,0,72800,거래소,중소일반,1400164,62661,50554,110000,6900000,5000,0.0,4.74,524400,27600,2015-09-23,20.0,60.0,50%,121.11,21.5,66000,76000,1,한국,2.0,2,0.7137,"[(0, 0.07931854), (1, 0.063614875), (2, 0.71366453), (3, 0.07547004), (4, 0.06793203)]"
605,제너셈,2015-09-25,10500,11000,0,10500,코스닥,중소일반,32193,5754,5028,1522,1300000,500,0.0,797.33,13650,26000,2015-09-16,12.69,67.31,50%,326.77,4.15,9000,10500,1,하나,8.0,4,0.7279,"[(0, 0.07931601), (1, 0.06361306), (2, 0.053703584), (3, 0.07546774), (4, 0.7278996)]"
606,타이거일렉,2015-09-25,6000,5720,0,7430,코스닥,중소일반,25327,3461,2694,2290,1543000,500,0.0,241.92,9258,15000,2015-09-17,3.0,77.0,50%,230.02,1.36,6000,6900,1,한국,2.0,1,0.7236,"[(0, 0.07931586), (1, 0.72358304), (2, 0.0537035), (3, 0.07546761), (4, 0.06792997)]"
607,아이콘트롤스,2015-09-24,32000,31650,0,0,거래소,중소일반,131222,6021,4580,4115,2612270,500,0.0,280.11,83593,18000,2015-09-16,20.0,60.0,50%,272.96,29.1,28000,32000,1,대우,1.0,2,0.8275,"[(0, 0.047793508), (1, 0.03832614), (2, 0.82749385), (3, 0.045463685), (4, 0.04092279)]"
608,동일제강,2015-09-24,3000,3870,0,0,거래소,중소일반,122158,8860,6315,5000,5000000,500,0.0,789.49,15000,40000,2015-09-18,20.0,60.0,50%,309.7,3.1,2700,3300,1,NH,4.0,1,0.7236,"[(0, 0.079317145), (1, 0.7235789), (2, 0.053704243), (3, 0.07546876), (4, 0.06793095)]"
609,인포마크,2015-09-23,14000,25000,0,20100,코스닥,중소일반,70657,2928,3389,1751,870000,500,0.0,381.0,12180,8000,2015-09-16,14.9,65.1,50%,251.2,12.0,12000,14000,1,삼성,3.0,0,0.9125,"[(0, 0.9124939), (1, 0.021347517), (2, 0.018022107), (3, 0.025325762), (4, 0.02281073)]"
610,웹스,2015-08-24,7200,11400,0,8000,코스닥,중소일반,27878,3718,3328,3367,1600000,500,0.0,1114.21,11520,15000,2015-08-13,0.0,80.0,50%,438.83,33.54,6500,7200,1,한국,2.0,1,0.9072,"[(0, 0.026640564), (1, 0.9071846), (2, 0.018022474), (3, 0.025335733), (4, 0.022816684)]"
611,에이제이네트웍스,2015-08-21,34300,30900,0,35500,거래소,중소일반,194185,21148,18461,35322,2300000,5000,0.0,83.3,78890,0,2015-08-11,20.0,60.0,50%,197.15,20.06,30200,34300,1,미래에셋,1.0,4,0.4658,"[(0, 0.02663391), (1, 0.2429518), (2, 0.01802208), (3, 0.24654835), (4, 0.46584392)]"
612,파인텍,2015-08-17,10500,21000,1,17100,코스닥,중소일반,141968,12507,11825,2723,1065651,500,0.0,1041.73,11189,8400,2015-08-05,10.0,70.0,50%,382.64,45.68,9000,10500,1,NH,4.0,4,0.6024,"[(0, 0.31450257), (1, 0.027421566), (2, 0.023149876), (3, 0.032531835), (4, 0.60239416)]"
613,흥국에프엔비,2015-08-07,20000,40000,1,52000,코스닥,중소일반,35084,7604,6272,3533,1800000,500,0.0,1001.61,36000,11520,2015-07-30,16.0,64.0,50%,666.88,63.87,14500,17500,2,NH,4.0,0,0.7393,"[(0, 0.7392852), (1, 0.06361293), (2, 0.053704415), (3, 0.07546757), (4, 0.06792993)]"
614,칩스앤미디어,2015-08-05,10500,13700,0,16400,코스닥,중소일반,10808,2191,2518,1698,650000,500,0.0,82.85,6825,6000,2015-07-28,6.15,73.85,50%,123.2,0.0,9300,10500,1,한국,2.0,2,0.8275,"[(0, 0.047781985), (1, 0.0383221), (2, 0.8275094), (3, 0.045463677), (4, 0.040922783)]"
615,아시아경제신문사,2015-07-31,3600,3240,0,4210,코스닥,중소일반,32652,5499,4325,9994,8500000,500,0.0,12.31,30600,80000,2015-07-23,0.0,80.0,50%,280.85,15.82,3200,3600,1,한국,2.0,2,0.9544,"[(0, 0.012637108), (1, 0.010129917), (2, 0.95439726), (3, 0.012018224), (4, 0.010817457)]"
616,아이쓰리시스템,2015-07-30,36000,63000,0,58000,코스닥,중소일반,30914,5119,5314,1401,500000,500,0.0,1506.57,18000,10000,2015-07-21,5.5,74.5,50%,768.0,37.6,28500,31500,2,키움,7.0,0,0.4453,"[(0, 0.44530898), (1, 0.43595257), (2, 0.032352738), (3, 0.045463268), (4, 0.040922433)]"
617,로지시스,2015-07-29,2500,4180,0,5430,코스닥,중소일반,32026,2238,1745,4670,3174050,500,0.0,396.82,7935,30000,2015-07-21,10.02,69.98,50%,345.68,13.28,2000,2500,1,삼성,3.0,4,0.8361,"[(0, 0.047811482), (1, 0.038321804), (2, 0.03235212), (3, 0.045463286), (4, 0.83605134)]"
618,파마리서치프로덕트,2015-07-24,55000,110000,1,114500,코스닥,중소벤쳐,24765,11091,8838,3668,2230000,500,0.0,561.0,122650,7000,2015-07-16,3.81,76.19,50%,728.06,57.9,40000,47000,2,NH,4.0,3,0.8406,"[(0, 0.04778158), (1, 0.0383218), (2, 0.032352135), (3, 0.84062195), (4, 0.040922467)]"
619,펩트론,2015-07-22,16000,32000,1,41600,코스닥,중소일반,3103,-2058,-2059,3250,815122,500,0.0,1093.01,13042,6400,2015-07-14,18.8,61.2,50%,699.59,67.4,9000,12000,2,NH,4.0,2,0.8764,"[(0, 0.034306694), (1, 0.027420823), (2, 0.87639105), (3, 0.032599773), (4, 0.02928171)]"
620,이노션,2015-07-17,68000,66500,0,60500,거래소,중소일반,744734,109220,83835,10000,5001000,500,0.0,204.13,340068,16800,2015-07-09,20.0,60.0,50%,273.09,52.4,64000,71000,1,대우,1.0,3,0.8406,"[(0, 0.047782727), (1, 0.03832264), (2, 0.032352816), (3, 0.84061843), (4, 0.04092336)]"
621,토니모리,2015-07-10,32000,64000,1,50500,거래소,중소일반,205150,14930,11614,2000,2940000,200,0.0,771.08,94080,24500,2015-07-02,20.0,60.0,50%,441.86,55.2,26400,30200,2,대우,1.0,1,0.7236,"[(0, 0.079316765), (1, 0.7235801), (2, 0.05370403), (3, 0.07546843), (4, 0.06793067)]"
622,미래에셋생명보험,2015-07-08,7500,7400,0,7240,거래소,중소일반,3928349,157090,121030,866745,45399976,5000,0.0,38.01,340500,330000,2015-06-30,20.0,60.0,50%,40.3,2.07,8200,10000,0,삼성,3.0,3,0.8406,"[(0, 0.047782823), (1, 0.03832271), (2, 0.032352876), (3, 0.84061813), (4, 0.04092344)]"
623,동운아나텍,2015-06-30,10000,12500,0,12800,코스닥,중소일반,44453,4915,5747,3134,500000,500,0.0,47.76,5000,10000,2015-06-23,10.0,70.0,50%,101.68,7.08,10000,12000,1,키움,7.0,2,0.8275,"[(0, 0.047781985), (1, 0.0383221), (2, 0.8275094), (3, 0.045463677), (4, 0.040922783)]"
624,유테크,2015-06-30,9000,12550,0,10850,코스닥,중소일반,51362,5306,4185,2540,1010000,500,0.0,21.14,9090,20000,2015-06-19,20.0,60.0,50%,351.1,8.59,8000,9000,1,대신,9.0,1,0.7236,"[(0, 0.07931792), (1, 0.72357637), (2, 0.0537047), (3, 0.07546948), (4, 0.067931555)]"
625,민앤지,2015-06-30,28000,56000,1,44850,코스닥,중소일반,17677,5711,5284,2841,1411800,500,0.0,1107.81,39530,28000,2015-06-23,5.0,75.0,50%,728.82,45.4,21200,24000,2,신한,6.0,3,0.4427,"[(0, 0.047782596), (1, 0.038322542), (2, 0.43031612), (3, 0.44265544), (4, 0.04092326)]"
626,경보제약,2015-06-29,15000,30000,1,34250,거래소,중소일반,169781,30034,8636,11953,9562750,500,0.0,263.87,143441,95000,2015-06-19,20.0,60.0,50%,524.56,34.44,13000,15000,1,NH,4.0,3,0.7354,"[(0, 0.07931601), (1, 0.06361306), (2, 0.053703584), (3, 0.7354373), (4, 0.06793008)]"
627,에스엔텍,2015-06-26,6500,10000,0,13000,코스닥,중소일반,32465,3949,3473,2700,1100000,500,0.0,22.9,7150,20000,2015-06-18,18.18,61.8,50%,189.14,19.88,5600,6300,2,그외,17.0,4,0.9252,"[(0, 0.02179087), (1, 0.017476717), (2, 0.0147542395), (3, 0.020733612), (4, 0.92524457)]"
628,코아스템,2015-06-26,16000,32000,1,41600,코스닥,중소일반,12988,-6280,-6325,7858,2500000,500,0.0,751.91,40000,20000,2015-06-18,0.0,80.0,50%,868.62,41.74,10800,13200,2,한국,2.0,3,0.8406,"[(0, 0.047781587), (1, 0.038321804), (2, 0.03235214), (3, 0.84062195), (4, 0.04092247)]"
629,세미콘라이트,2015-06-25,11300,11500,0,14950,코스닥,중소일반,48137,7556,6246,2064,1040558,500,0.0,143.52,11758,10400,2015-06-17,10.0,70.0,50%,187.7,4.5,11300,13700,1,NH,4.0,1,0.9072,"[(0, 0.02661731), (1, 0.90723836), (2, 0.01802212), (3, 0.025325872), (4, 0.02279633)]"
630,에스케이디앤디,2015-06-23,26000,52000,1,67600,거래소,중소일반,174859,22940,19121,10170,2950000,1000,0.0,574.68,76700,20000,2015-06-11,20.0,60.0,50%,570.59,36.7,20200,24300,2,신한,6.0,0,0.5634,"[(0, 0.563427), (1, 0.027426673), (2, 0.34733307), (3, 0.0325307), (4, 0.029282609)]"
631,베셀,2015-06-19,9000,13400,0,10400,코스닥,중소일반,57174,6991,6060,2316,600000,500,0.0,680.95,5400,6000,2015-06-09,5.0,75.0,50%,437.68,0.0,8000,9000,1,키움,7.0,4,0.9087,"[(0, 0.026616983), (1, 0.021347353), (2, 0.018021919), (3, 0.025325567), (4, 0.90868825)]"
632,싸이맥스,2015-06-17,16300,15200,0,14000,코스닥,중소일반,54714,6198,5993,2677,1592100,500,0.0,178.03,25951,30000,2015-06-05,0.0,80.0,50%,238.72,2.93,14300,16300,1,대신,9.0,4,0.8827,"[(0, 0.034188814), (1, 0.027420128), (2, 0.023148693), (3, 0.032530036), (4, 0.88271236)]"
633,픽셀플러스,2015-06-12,30000,27000,0,29000,코스닥,중소일반,123937,23894,20127,3883,1000000,500,0.0,68.09,30000,8000,2015-06-03,0.0,80.0,50%,131.67,2.25,33000,37000,0,한국,2.0,2,0.8275,"[(0, 0.047781985), (1, 0.0383221), (2, 0.8275094), (3, 0.045463677), (4, 0.040922783)]"
634,제노포커스,2015-05-29,11000,22000,1,25300,코스닥,중소일반,2195,112,112,3678,1200000,500,0.0,1206.75,13200,12000,2015-05-19,14.9,65.1,50%,842.79,41.12,8000,9000,2,한국,2.0,2,0.8274,"[(0, 0.047911692), (1, 0.03832184), (2, 0.8273504), (3, 0.045493565), (4, 0.040922504)]"
635,유지인트,2015-04-13,15000,29150,0,24800,코스닥,중소일반,43378,6451,4884,5774,2060000,500,0.0,857.34,30900,20000,2015-04-03,18.5,61.5,50%,643.7,27.15,12400,14000,2,한국,2.0,4,0.7278,"[(0, 0.07940495), (1, 0.063613705), (2, 0.053704113), (3, 0.07546856), (4, 0.72780865)]"
636,NS쇼핑(구.농수산홈쇼핑),2015-03-27,235000,211500,0,215500,거래소,중소일반,347135,73234,54619,16848,878181,5000,0.0,236.82,206373,4000,2015-03-17,0.0,80.0,50%,302.59,15.66,205000,235000,1,미래에셋,1.0,0,0.8876,"[(0, 0.8875993), (1, 0.027420403), (2, 0.023149023), (3, 0.032530382), (4, 0.029300896)]"
637,세화아이엠씨,2015-03-19,16300,18100,0,16500,거래소,중소일반,220665,10182,4108,5667,1310500,500,0.0,731.79,21361,12000,2015-03-11,20.0,60.0,50%,216.35,10.45,14500,16300,1,한국,2.0,1,0.7236,"[(0, 0.07931792), (1, 0.72357637), (2, 0.0537047), (3, 0.07546948), (4, 0.067931555)]"
638,포시에스,2015-02-11,9100,15500,0,16000,코스닥,중소일반,12847,4575,4145,3106,1300000,500,0.0,1162.83,11830,25000,2015-02-03,10.0,70.0,50%,344.23,0.0,7500,9100,1,그외,17.0,3,0.886,"[(0, 0.03418917), (1, 0.027420387), (2, 0.02314897), (3, 0.8859603), (4, 0.02928124)]"
639,국일신동,2014-12-29,1700,3225,0,2745,코스닥,중소일반,35487,2615,2030,5545,3000000,500,0.0,90.83,5100,30000,2014-12-19,6.43,73.57,50%,29.25,0.0,1400,1700,1,그외,17.0,4,0.8361,"[(0, 0.047782537), (1, 0.038322497), (2, 0.032352705), (3, 0.045464177), (4, 0.83607805)]"
640,영백씨엠,2014-12-29,5500,11000,1,9510,코스닥,중소일반,11198,2432,1906,1346,673500,500,0.0,358.0,3704,13000,2014-12-19,0.0,80.0,50%,43.42,0.0,6500,7500,0,하나,8.0,0,0.4453,"[(0, 0.44530916), (1, 0.43595243), (2, 0.032352682), (3, 0.045463268), (4, 0.040922433)]"
641,하이셈,2014-12-26,1500,2610,0,2220,코스닥,중소일반,32368,2587,2121,6533,4356000,500,0.0,72.16,6534,34000,2014-12-16,0.0,70.0,50%,50.03,0.0,1500,1900,1,대우,1.0,2,0.641,"[(0, 0.3021056), (1, 0.017477073), (2, 0.6410201), (3, 0.020734055), (4, 0.018663134)]"
642,휴메딕스,2014-12-26,28000,43600,0,39200,코스닥,중소일반,23544,8725,9137,2586,1000000,500,0.0,571.55,28000,10000,2014-12-16,15.0,65.0,50%,688.8,35.18,22700,25500,2,한국,2.0,3,0.8406,"[(0, 0.04778184), (1, 0.038321994), (2, 0.03235229), (3, 0.84062123), (4, 0.04092267)]"
643,서전기전,2014-12-24,6500,8000,0,9200,코스닥,중소일반,54843,7041,5701,1800,1213000,500,0.0,8.89,7885,0,2014-12-16,3.0,77.0,50%,11.54,0.0,10500,12000,0,그외,17.0,2,0.9423,"[(0, 0.015992658), (1, 0.012825687), (2, 0.9422577), (3, 0.015227837), (4, 0.013696087)]"
644,오킨스전자,2014-12-24,7100,11000,0,12650,코스닥,중소일반,32552,1183,1165,2156,1832524,500,0.0,9.08,13011,18000,2014-12-16,20.0,60.0,50%,268.25,0.0,6000,6900,2,미래에셋,1.0,0,0.4453,"[(0, 0.44530916), (1, 0.43595248), (2, 0.032352682), (3, 0.04546327), (4, 0.040922437)]"
645,아스트,2014-12-24,9500,8550,0,9000,코스닥,중소일반,60885,-7187,-6517,4151,2854681,500,0.0,4.11,27119,30000,2014-12-16,17.31,62.69,50%,74.59,5.74,7000,10000,1,그외,17.0,4,0.4379,"[(0, 0.047782354), (1, 0.4365055), (2, 0.032352805), (3, 0.045464013), (4, 0.43789533)]"
646,넥스트엔터테인먼트월드,2014-12-23,16300,15800,0,18150,코스닥,중소일반,122061,14535,12028,6851,2071462,500,0.0,33.55,33765,20700,2014-12-16,4.8,65.2,50%,214.69,9.59,12700,16300,1,그외,17.0,4,0.9252,"[(0, 0.02179089), (1, 0.017476736), (2, 0.014754254), (3, 0.020733634), (4, 0.9252445)]"
647,아이티센,2014-12-23,7500,8460,0,8770,코스닥,중소일반,112424,2644,2062,1630,1000000,500,0.0,2.63,7500,10000,2014-12-16,20.0,60.0,50%,54.13,0.0,7000,8500,1,그외,17.0,3,0.9384,"[(0, 0.0184652), (1, 0.014794437), (2, 0.012491612), (3, 0.93844616), (4, 0.015802598)]"
648,제일모직(구.삼성에버랜드),2014-12-18,53000,106000,1,113000,거래소,중소일반,3018454,71378,96302,12500,28749950,100,0.0,194.9,1523747,105000,2014-12-11,20.0,50.0,50%,465.0,35.14,45000,53000,1,대우,1.0,4,0.7279,"[(0, 0.07931775), (1, 0.06361431), (2, 0.053704605), (3, 0.07546933), (4, 0.727894)]"
649,하이로닉,2014-12-17,51000,63800,0,73300,코스닥,중소일반,13420,3362,3096,1387,550000,500,0.0,219.96,28050,9000,2014-12-09,5.0,75.0,50%,500.56,22.7,43000,47400,2,신한,6.0,0,0.7393,"[(0, 0.7392798), (1, 0.063613094), (2, 0.05370361), (3, 0.07546779), (4, 0.06793574)]"
650,디티앤씨(구.디지털이엠씨),2014-12-17,18500,30000,0,26050,코스닥,중소일반,20236,5335,4519,4687,2137000,500,0.0,620.63,39535,0,2014-12-09,5.0,75.0,50%,559.02,74.3,14500,18500,1,키움,7.0,2,0.8765,"[(0, 0.03426994), (1, 0.027420668), (2, 0.87649584), (3, 0.032531243), (4, 0.029282305)]"
651,녹십자엠에스,2014-12-17,6000,9000,0,10350,코스닥,중소일반,61986,1914,2178,4780,2000000,500,0.0,477.08,12000,0,2014-12-09,20.0,60.0,50%,474.11,0.0,5000,5800,2,한국,2.0,3,0.8406,"[(0, 0.047781575), (1, 0.038321797), (2, 0.03235213), (3, 0.840622), (4, 0.040922463)]"
652,랩지노믹스,2014-12-16,13200,16650,0,14250,코스닥,중소일반,16968,1073,1260,2056,250000,500,0.0,305.88,3300,2000,2014-12-08,20.0,60.0,50%,423.83,0.0,12000,13200,1,한국,2.0,3,0.886,"[(0, 0.034189038), (1, 0.027420294), (2, 0.023148827), (3, 0.8859607), (4, 0.02928114)]"
653,에이디테크놀로지,2014-12-16,15000,13500,0,14000,코스닥,중소일반,42419,3119,3042,2004,1000000,500,0.0,12.4,15000,8000,2014-12-05,10.0,70.0,50%,33.19,7.53,16000,18000,0,한국,2.0,2,0.8275,"[(0, 0.047781985), (1, 0.0383221), (2, 0.8275094), (3, 0.045463677), (4, 0.040922783)]"
654,비씨월드제약,2014-12-15,15700,18100,0,17550,코스닥,중소일반,30375,3358,3454,1334,1656042,200,0.0,681.0,26000,11000,2014-12-04,20.0,50.0,50%,356.75,26.6,12000,15700,1,대우,1.0,3,0.8406,"[(0, 0.04778184), (1, 0.038321994), (2, 0.03235229), (3, 0.84062123), (4, 0.04092267)]"
655,알테오젠,2014-12-12,26000,25150,0,21500,코스닥,중소일반,5527,1612,1606,2930,900000,500,0.0,564.78,23400,9000,2014-12-03,6.0,74.0,50%,409.2,14.4,23000,26000,1,한국,2.0,0,0.9394,"[(0, 0.93936336), (1, 0.014794326), (2, 0.012489671), (3, 0.017553985), (4, 0.01579865)]"
656,에스케이씨코오롱피아이,2014-12-08,8000,7800,0,7580,코스닥,중소일반,133705,329,25690,14683,12800000,500,0.0,45.53,102400,80000,2014-11-27,5.0,75.0,50%,23.01,0.0,12500,15000,0,한국,2.0,0,0.3189,"[(0, 0.3189072), (1, 0.027421543), (2, 0.023149362), (3, 0.31696984), (4, 0.31355205)]"
657,대창스틸,2014-12-05,2500,3605,0,4145,코스닥,중소일반,334289,5336,4310,7283,2200000,500,0.0,568.0,5500,0,2014-11-26,13.64,66.36,50%,219.91,0.0,2000,2500,1,하나,8.0,4,0.8826,"[(0, 0.03427137), (1, 0.027421927), (2, 0.023148978), (3, 0.032530468), (4, 0.88262725)]"
658,에프엔씨엔터테인먼트,2014-12-04,28000,25200,0,27600,코스닥,중소일반,24838,3216,1691,3158,1400000,500,0.0,577.37,39200,28000,2014-11-25,0.0,80.0,50%,185.35,9.91,24000,28000,1,유진,14.0,2,0.9039,"[(0, 0.026649129), (1, 0.021348039), (2, 0.90386605), (3, 0.025326423), (4, 0.022810362)]"
659,하이스팩2호,2014-12-01,2000,2010,0,2015,코스닥,중소일반,0,0,0,50,5000000,100,0.0,19.86,10000,150000,2014-11-21,0.0,70.0,100%,24.64,0.0,2000,2000,1,하이,13.0,2,0.8766,"[(0, 0.034192346), (1, 0.027420096), (2, 0.8765753), (3, 0.03253053), (4, 0.02928172)]"
660,씨에스윈드,2014-11-27,43500,39150,0,33300,거래소,중소일반,296488,30067,26861,8642,5900000,500,0.0,66.4,256650,26500,2014-11-20,20.0,60.0,50%,109.3,1.79,31000,43500,1,미래에셋,1.0,0,0.2333,"[(0, 0.23326142), (1, 0.18708047), (2, 0.1579376), (3, 0.22194403), (4, 0.19977646)]"
661,텔콘,2014-11-24,14500,13800,0,11750,코스닥,중소일반,46462,10424,8207,1683,1400000,500,0.0,482.06,20300,0,2014-11-14,6.4,73.6,50%,162.88,5.53,12500,14500,1,대신,9.0,0,0.9125,"[(0, 0.9124936), (1, 0.021347519), (2, 0.018022109), (3, 0.025325766), (4, 0.02281109)]"
662,파티게임즈,2014-11-21,13000,26000,1,29900,코스닥,중소일반,27040,8704,8748,2385,960000,500,0.0,735.99,12480,9600,2014-11-12,0.0,80.0,50%,224.12,24.62,10500,13000,1,그외,17.0,3,0.9385,"[(0, 0.018446365), (1, 0.014794352), (2, 0.012489741), (3, 0.9384712), (4, 0.015798355)]"
663,디에이테크놀로지,2014-11-19,6600,7800,0,6630,코스닥,중소일반,28863,2406,2081,2888,1434000,500,0.0,488.77,9464,28000,2014-11-11,0.0,80.0,50%,55.28,1.81,6600,8500,1,대신,9.0,4,0.9252,"[(0, 0.02179087), (1, 0.017476717), (2, 0.0147542395), (3, 0.020733612), (4, 0.92524457)]"
664,삼성SDS,2014-11-14,190000,380000,1,327500,거래소,중소일반,7046833,496990,325983,38688,6099604,500,0.0,134.19,1158925,30000,2014-11-06,20.0,60.0,50%,651.5,48.11,150000,190000,1,한국,2.0,3,0.746,"[(0, 0.20311114), (1, 0.017476732), (2, 0.014754548), (3, 0.74599475), (4, 0.018662767)]"
