,company,listing_data,offering_price,starting_price,label,closing_price,stock_market,company_size,sales,profit_before_tax,income,capital,offering_number,par_value,old_sales_ratio,general_competition_rate,offering_price_total,subscription_limit,offering_date,ownership_ratio,institutional_ratio,subscription_margin_rate,institutional_competition_rate,obligatory,desired_offering_price_min,desired_offering_price_max,desired_offering_price,manager,manager_rank,topic,topic_per,each_topic_per
509,엘앤케이바이오,2016-11-30,15000,15750,0,11900,코스닥,중소일반,28171,9356,8469,5127,1023000,500,0.0,317.14,15345,8160,2016-11-22,20.0,60.0,50%,220.1,0.0,14500,18000,1,NH,4.0,0,0.8429,"[(0, 0.84294015), (1, 0.038321804), (2, 0.032352366), (3, 0.045463294), (4, 0.040922422)]"
510,뉴파워프라즈마,2016-11-30,17500,17500,0,16800,코스닥,중소일반,50265,9476,8181,3951,1700000,500,0.0,521.29,29750,20000,2016-11-22,10.0,70.0,50%,501.2,7.8,15000,17000,2,키움,7.0,4,0.7279,"[(0, 0.07931601), (1, 0.06361306), (2, 0.053703584), (3, 0.07546774), (4, 0.7278996)]"
511,에이치엔티일렉트로닉스,2016-11-28,10000,12100,0,10550,코스닥,중소일반,90441,1857,1788,3465,1350000,500,0.0,996.23,13500,18000,2016-11-18,10.0,70.0,50%,132.1,0.0,14000,16000,0,키움,7.0,1,0.7236,"[(0, 0.07931586), (1, 0.72358304), (2, 0.0537035), (3, 0.07546761), (4, 0.06792997)]"
512,핸디소프트,2016-11-24,5600,8180,0,7220,코스닥,중소일반,41632,3877,3886,3729,1900000,500,0.0,1170.44,10640,38000,2016-11-16,13.0,67.0,50%,262.22,0.0,4500,5600,1,그외,17.0,3,0.886,"[(0, 0.034188733), (1, 0.027420066), (2, 0.023148721), (3, 0.8859616), (4, 0.029280895)]"
513,두산밥캣,2016-11-18,30000,36000,0,35900,거래소,중소일반,4040752,292547,148133,50124,30028180,500,100.0,0.29,900845,220000,2016-11-09,20.0,60.0,50%,9.81,0.0,29000,33000,1,한국,2.0,4,0.9367,"[(0, 0.018451197), (1, 0.014794324), (2, 0.012490209), (3, 0.0175521), (4, 0.9367122)]"
514,삼성바이오로직스,2016-11-10,136000,135000,0,144000,거래소,중소일반,91278,2488063,1904946,165412,16541302,2500,33.33,45.34,2249617,0,2016-11-03,20.0,60.0,50%,295.63,24.63,113000,136000,1,한국,2.0,3,0.9273,"[(0, 0.021798257), (1, 0.017476702), (2, 0.014754359), (3, 0.9273079), (4, 0.018662736)]"
515,클리오,2016-11-09,41000,39950,0,36800,코스닥,중소일반,106914,22764,17651,8994,4497600,500,50.0,5.68,184402,35980,2016-11-01,5.0,75.0,50%,153.08,10.42,36400,41000,1,NH,4.0,0,0.8876,"[(0, 0.88761884), (1, 0.027420435), (2, 0.023148762), (3, 0.032529984), (4, 0.029281953)]"
516,오가닉티코스메틱,2016-11-04,4000,6510,0,5730,코스닥,중소일반,136188,49032,34661,0,14300000,0,0.0,672.42,57200,0,2016-10-27,0.0,80.0,50%,672.02,11.3,3200,3700,2,유진,14.0,4,0.9367,"[(0, 0.018451195), (1, 0.014794323), (2, 0.012490224), (3, 0.017552098), (4, 0.93671215)]"
517,로고스바이오시스템스,2016-11-03,25500,25500,0,21350,코스닥,중소일반,3870,0,-250,1780,708096,500,0.0,208.48,18056,14000,2016-10-27,0.0,80.0,50%,190.16,0.53,22200,25500,1,신한,6.0,0,0.4774,"[(0, 0.47740594), (1, 0.47675097), (2, 0.012489937), (3, 0.017551526), (4, 0.015801633)]"
518,인크로스,2016-10-31,43000,67700,0,47400,코스닥,중소일반,26514,5424,-230,1469,471500,500,37.97,1047.5,20275,9000,2016-10-21,20.0,60.0,50%,492.1,6.1,38000,43000,1,신한,6.0,3,0.7354,"[(0, 0.07931701), (1, 0.06361377), (2, 0.05370417), (3, 0.7354342), (4, 0.06793085)]"
519,코스메카코리아,2016-10-28,54000,71400,0,62500,코스닥,중소일반,99150,5530,5027,2670,1340000,500,0.0,391.4,72360,12000,2016-10-19,20.0,60.0,50%,573.0,30.8,48000,54000,1,삼성,3.0,0,0.8429,"[(0, 0.84293723), (1, 0.038322516), (2, 0.032352306), (3, 0.04546321), (4, 0.040924717)]"
520,에이치엘사이언스(구.건강사랑),2016-10-28,27000,38400,0,38200,코스닥,중소일반,23705,4255,3521,2571,1511125,500,29.78,174.0,40800,0,2016-10-20,6.35,73.65,50%,274.19,5.6,23900,30700,1,미래에셋,1.0,3,0.8859,"[(0, 0.034254808), (1, 0.027420664), (2, 0.023149135), (3, 0.8858938), (4, 0.029281538)]"
521,제이더블유생명과학,2016-10-27,30000,33050,0,42950,거래소,중소일반,125950,16015,12864,39586,2400000,5000,100.0,220.29,72000,31000,2016-10-19,20.0,60.0,50%,224.57,7.41,27000,32500,1,유안타,10.0,3,0.8406,"[(0, 0.04778184), (1, 0.038321994), (2, 0.03235229), (3, 0.84062123), (4, 0.04092267)]"
522,그레이트리치과기,2016-10-25,5000,5000,0,6500,코스닥,중소일반,0,0,0,0,16875000,0,0.0,7.01,84375,135000,2016-10-18,0.0,80.0,50%,140.75,4.32,4000,6000,1,NH,4.0,4,0.8359,"[(0, 0.047963746), (1, 0.038325816), (2, 0.03235223), (3, 0.045463458), (4, 0.83589476)]"
523,금세기차륜(골든센츄리),2016-10-19,3500,4005,0,3815,코스닥,중소일반,0,0,0,0,7904761,234,0.0,345.4,27667,70000,2016-10-11,0.0,80.0,50%,181.93,0.55,3200,4200,1,유안타,10.0,4,0.8827,"[(0, 0.034188744), (1, 0.027420077), (2, 0.02314865), (3, 0.032529972), (4, 0.88271254)]"
524,인텔리안테크놀로지스,2016-10-18,19000,18750,0,17050,코스닥,중소일반,49296,5261,4925,3582,1450000,500,0.0,744.63,27550,14000,2016-10-07,15.0,65.0,50%,319.0,1.3,18000,20500,1,한국,2.0,4,0.8827,"[(0, 0.03420613), (1, 0.02742016), (2, 0.023148714), (3, 0.032530066), (4, 0.88269496)]"
525,에이치시티,2016-10-17,17000,19500,0,17550,코스닥,중소일반,24454,5392,4894,2289,1136460,500,0.0,127.28,19320,11000,2016-10-07,20.0,60.0,50%,95.67,11.6,19200,22500,0,미래에셋,1.0,2,0.8765,"[(0, 0.03425266), (1, 0.02742033), (2, 0.87651426), (3, 0.03253082), (4, 0.029281942)]"
526,잉글우드랩,2016-10-14,6000,8360,0,7300,코스닥,중소일반,0,0,0,0,3500000,0,0.0,350.46,21000,70000,2016-10-05,0.0,80.0,50%,226.37,0.0,6000,7000,1,하나,8.0,0,0.8876,"[(0, 0.88761884), (1, 0.027420435), (2, 0.023148762), (3, 0.032529984), (4, 0.029281953)]"
527,앤디포스,2016-10-12,14500,17500,0,18800,코스닥,중소일반,57458,16459,13758,7534,4200000,500,28.57,524.2,60900,42000,2016-10-05,1.5,78.5,50%,406.09,10.6,13000,14500,1,미래에셋,1.0,4,0.8359,"[(0, 0.047959235), (1, 0.038325816), (2, 0.032352235), (3, 0.04546346), (4, 0.8358993)]"
528,수산아이앤티(구.플러스기술),2016-10-11,11500,11500,0,14950,코스닥,중소일반,14082,5020,4296,3377,1700000,500,0.0,12.97,19550,17000,2016-09-30,5.89,74.11,50%,157.55,0.64,10500,11500,1,삼성,3.0,3,0.886,"[(0, 0.03418873), (1, 0.027420064), (2, 0.0231487), (3, 0.8859616), (4, 0.029280894)]"
529,미투온,2016-10-10,3800,3420,0,4445,코스닥,중소일반,14891,4926,4303,14980,7160708,500,0.0,1.15,27211,70000,2016-09-27,0.0,80.0,50%,73.1,0.0,3800,4300,1,미래에셋,1.0,3,0.886,"[(0, 0.034188736), (1, 0.027420068), (2, 0.02314872), (3, 0.8859616), (4, 0.029280897)]"
530,화승엔터프라이즈,2016-10-04,15000,13500,0,14950,거래소,중소일반,0,-1,-1,13464,7840000,500,20.92,0.43,117600,70000,2016-09-22,0.0,80.0,50%,48.46,0.21,14600,16500,1,한국,2.0,4,0.9367,"[(0, 0.018451197), (1, 0.014794324), (2, 0.012490185), (3, 0.0175521), (4, 0.9367122)]"
531,엘에스전선아시아,2016-09-22,8000,7200,0,6350,거래소,중소일반,200134,8168,6111,15312,12650140,500,92.73,2.98,101201,0,2016-09-09,0.0,80.0,50%,30.57,0.0,10000,11500,0,한국,2.0,4,0.9367,"[(0, 0.018451195), (1, 0.014794323), (2, 0.012490279), (3, 0.017552098), (4, 0.93671215)]"
532,유니테크노,2016-09-20,10300,12750,0,11400,코스닥,중소일반,58425,10498,8010,2981,1500000,500,0.0,1003.29,15450,15000,2016-09-06,10.0,70.0,50%,233.84,0.0,10300,11500,1,한국,2.0,1,0.8335,"[(0, 0.047781546), (1, 0.83348054), (2, 0.0323522), (3, 0.045463275), (4, 0.04092244)]"
533,자이글,2016-09-06,11000,13600,0,12900,코스닥,중소일반,101923,16797,13488,6765,4480000,500,50.0,610.76,49280,0,2016-08-26,1.56,78.44,50%,18.9,0.0,20000,23000,0,하나,8.0,0,0.4427,"[(0, 0.44266662), (1, 0.43859327), (2, 0.032353174), (3, 0.04546399), (4, 0.040922984)]"
534,헝셩그룹,2016-08-18,3600,3240,0,2690,코스닥,중소일반,0,0,0,0,20000000,0,0.0,0.77,72000,400000,2016-08-09,0.0,80.0,50%,93.06,0.0,3400,5300,1,신한,6.0,0,0.7393,"[(0, 0.73928505), (1, 0.06361317), (2, 0.053703673), (3, 0.07546788), (4, 0.0679302)]"
535,에코마케팅,2016-08-08,35000,68000,0,47600,코스닥,중소일반,19665,11906,9306,812,1100000,100,0.0,1103.0,38500,11000,2016-07-27,0.0,80.0,50%,941.86,0.0,27000,31000,2,한국,2.0,3,0.8406,"[(0, 0.047782727), (1, 0.03832264), (2, 0.032352816), (3, 0.84061843), (4, 0.04092336)]"
536,팍스넷,2016-08-01,5200,10400,1,12550,코스닥,중소일반,20588,4521,3631,5538,2769000,500,0.0,946.51,14399,25000,2016-07-20,10.0,70.0,50%,753.07,5.19,4600,5200,1,한국,2.0,2,0.8765,"[(0, 0.034249518), (1, 0.027420115), (2, 0.87651813), (3, 0.03253055), (4, 0.02928171)]"
537,두올,2016-07-29,8500,8190,0,7060,거래소,중소일반,176362,6647,6549,45589,7300000,2500,60.0,2.17,62050,65000,2016-07-20,20.0,60.0,50%,71.69,0.0,7500,9000,1,미래에셋,1.0,1,0.8335,"[(0, 0.047781542), (1, 0.83348054), (2, 0.032352198), (3, 0.04546327), (4, 0.040922437)]"
538,엔지스테크널러지,2016-07-28,10000,19000,0,24700,코스닥,중소일반,6328,2233,1753,2500,467000,500,0.0,562.94,4670,6500,2016-07-20,15.0,65.0,50%,475.6,21.2,8900,10000,1,교보,11.0,3,0.886,"[(0, 0.034188733), (1, 0.027420066), (2, 0.023148706), (3, 0.8859616), (4, 0.029280895)]"
539,우리손에프앤지,2016-07-27,2210,4000,0,2910,코스닥,중소일반,155022,22828,14990,30578,18211530,500,50.0,638.97,40247,182000,2016-07-19,10.0,70.0,50%,455.1,40.4,1935,2210,1,미래에셋,1.0,4,0.7279,"[(0, 0.07931722), (1, 0.06361392), (2, 0.05370429), (3, 0.07546884), (4, 0.72789574)]"
540,옵토팩,2016-07-20,5900,6210,0,8070,코스닥,중소일반,31661,-356,-356,2409,700000,500,0.0,371.21,4130,7000,2016-07-12,7.14,72.86,50%,397.4,2.82,5000,5900,1,그외,17.0,1,0.7236,"[(0, 0.07931586), (1, 0.72358304), (2, 0.0537035), (3, 0.07546761), (4, 0.06792997)]"
541,장원테크,2016-07-15,17500,22250,0,17150,코스닥,중소일반,202485,25115,21381,3022,1500000,500,20.0,854.49,26250,24000,2016-07-08,10.0,70.0,50%,216.32,11.3,15000,17500,1,신한,6.0,4,0.8827,"[(0, 0.034206077), (1, 0.027420156), (2, 0.02314871), (3, 0.032530062), (4, 0.88269496)]"
542,대유위니아(구.위니아만도),2016-07-14,6800,7900,0,7670,코스닥,중소일반,0,0,0,12055,7500000,500,0.0,409.31,51000,100000,2016-07-05,15.0,65.0,50%,76.75,1.32,6800,8300,1,신영,12.0,0,0.6912,"[(0, 0.69122726), (1, 0.24262701), (2, 0.018023461), (3, 0.025325939), (4, 0.022796378)]"
543,한국자산신탁,2016-07-13,10300,9900,0,9600,거래소,중소일반,83392,49141,36292,42500,27297345,500,0.0,6.65,281163,215000,2016-07-01,20.0,60.0,50%,149.83,6.37,9100,10300,1,미래에셋,1.0,0,0.8429,"[(0, 0.84294015), (1, 0.038321782), (2, 0.03235235), (3, 0.04546328), (4, 0.040922444)]"
544,바이오리더스,2016-07-07,15000,17100,0,14200,코스닥,중소일반,1167,-4765,-5429,6177,1200000,500,0.0,1222.58,18000,24000,2016-06-28,5.5,74.5,50%,352.2,6.5,11000,15000,1,키움,7.0,2,0.8764,"[(0, 0.034316514), (1, 0.027420824), (2, 0.8763815), (3, 0.032599427), (4, 0.029281711)]"
545,피앤씨테크,2016-07-04,10200,11000,0,10350,코스닥,중소일반,23950,5937,4889,3248,2650000,500,0.0,679.77,27030,50000,2016-06-23,4.83,75.17,50%,306.39,10.89,9000,10200,1,그외,17.0,1,0.4635,"[(0, 0.026624026), (1, 0.4634628), (2, 0.46179044), (3, 0.025326168), (4, 0.022796584)]"
546,로스웰,2016-06-30,3200,3915,0,3415,코스닥,중소일반,0,0,0,0,30000000,0,0.0,328.18,96000,600000,2016-06-20,0.0,80.0,50%,386.96,26.6,2100,3200,1,신한,6.0,1,0.8335,"[(0, 0.047781542), (1, 0.83348054), (2, 0.032352198), (3, 0.04546327), (4, 0.040922437)]"
547,해성디에스,2016-06-24,12000,16700,0,14600,거래소,중소일반,246043,17809,14687,85000,4000000,5000,0.0,158.41,48000,32000,2016-06-16,20.0,60.0,50%,188.69,12.2,12000,15000,1,NH,4.0,2,0.8765,"[(0, 0.034245282), (1, 0.02742058), (2, 0.8765221), (3, 0.032530602), (4, 0.029281447)]"
548,녹십자랩셀,2016-06-23,18500,37000,1,48100,코스닥,중소일반,34489,3274,2260,5277,2000000,500,0.0,79976.0,37000,0,2016-06-16,20.0,60.0,50%,733.72,51.66,13600,15900,2,하나,8.0,0,0.9284,"[(0, 0.92836934), (1, 0.017476767), (2, 0.014754973), (3, 0.020734677), (4, 0.01866424)]"
549,에스티팜,2016-06-23,29000,47000,0,48800,코스닥,중소일반,138052,35602,25189,9328,4664000,500,0.0,236.85,135256,46000,2016-06-16,20.0,60.0,50%,717.41,60.03,24000,27000,2,한국,2.0,3,0.7354,"[(0, 0.079316), (1, 0.06361305), (2, 0.053703576), (3, 0.73543733), (4, 0.06793007)]"
550,알엔투테크놀로지,2016-06-22,5800,12500,0,8750,코스닥,중소일반,10256,1988,1696,3164,670000,500,0.0,1442.55,3886,13000,2016-06-14,14.9,65.1,50%,570.26,0.0,5100,5800,1,하나,8.0,1,0.7236,"[(0, 0.07931597), (1, 0.72358227), (2, 0.053704), (3, 0.075467706), (4, 0.06793005)]"
551,용평리조트,2016-05-27,7000,9000,0,11700,거래소,중소일반,133592,5388,3956,99990,16720000,5000,0.0,291.1,117040,100000,2016-05-18,0.0,80.0,50%,28.1,0.1,8100,9200,0,대우,1.0,4,0.7279,"[(0, 0.07931774), (1, 0.0636143), (2, 0.0537046), (3, 0.07546932), (4, 0.727894)]"
552,해태제과식품,2016-05-11,15100,18960,0,24600,거래소,중소일반,689963,6491,4275,13764,5830000,500,0.0,264.9,88033,23200,2016-04-28,20.0,60.0,50%,342.99,24.63,12300,15100,1,삼성,3.0,0,0.8429,"[(0, 0.84293276), (1, 0.038321834), (2, 0.03235239), (3, 0.045470566), (4, 0.040922496)]"
553,레이언스,2016-04-11,25000,23700,0,23050,코스닥,중소일반,77943,4088,3217,8295,4000000,500,0.0,328.14,100000,75000,2016-03-31,0.0,80.0,50%,430.31,20.7,22000,25000,1,대신,9.0,2,0.7137,"[(0, 0.07931615), (1, 0.063613154), (2, 0.71367264), (3, 0.07546787), (4, 0.06793019)]"
554,씨엠에스에듀,2016-04-07,23200,26800,0,24950,코스닥,중소일반,38273,8217,6408,2102,1240000,500,0.0,185.81,28768,9000,2016-03-30,20.0,60.0,50%,302.17,28.83,19000,23200,1,삼성,3.0,0,0.8429,"[(0, 0.8428924), (1, 0.038323075), (2, 0.032353178), (3, 0.0454649), (4, 0.040966436)]"
555,동양파일,2016-04-06,10000,9000,0,9100,코스닥,중소일반,105198,10852,9708,10000,8000000,500,50.0,2.03,80000,80000,2016-03-29,0.0,80.0,50%,12.56,0.0,10000,11600,1,대신,9.0,1,0.9072,"[(0, 0.02669015), (1, 0.9071617), (2, 0.018022155), (3, 0.025325926), (4, 0.02280008)]"
556,대림씨엔에스,2016-03-30,27700,24950,0,23250,거래소,중소일반,257906,25210,19318,12731,4456181,1000,0.0,25.5,123436,35500,2016-03-22,20.0,60.0,50%,85.25,15.9,23500,27700,1,대우,1.0,1,0.9072,"[(0, 0.026688782), (1, 0.9071631), (2, 0.018022154), (3, 0.025325924), (4, 0.022800079)]"
557,팬젠,2016-03-11,16500,24900,0,22300,코스닥,중소일반,3400,-3012,-2120,4317,1500000,500,0.0,1073.0,24750,15000,2016-03-03,0.0,80.0,50%,614.46,14.04,12500,16500,1,한국,2.0,3,0.8406,"[(0, 0.047781575), (1, 0.038321797), (2, 0.03235213), (3, 0.840622), (4, 0.040922463)]"
558,에이피위성통신,2016-03-04,9700,12400,0,10750,코스닥,중소일반,34571,8625,7042,6548,3258000,500,0.0,869.66,31603,30000,2016-02-24,10.0,70.0,50%,271.55,7.8,8700,9700,1,그외,17.0,4,0.8827,"[(0, 0.034206145), (1, 0.027420158), (2, 0.023148712), (3, 0.032530066), (4, 0.8826949)]"
559,큐리언트,2016-02-29,21000,33900,0,39000,코스닥,중소일반,215,-10706,-10706,3613,1548000,500,0.0,959.28,32508,15000,2016-02-19,0.8,79.2,50%,709.15,35.24,18000,21000,1,한국,2.0,3,0.6012,"[(0, 0.034189273), (1, 0.31222862), (2, 0.023148969), (3, 0.6011518), (4, 0.029281322)]"
560,안트로젠,2016-02-15,24000,38000,0,39100,코스닥,중소일반,1834,-1416,-1416,3731,700000,500,0.0,1442.55,16800,14000,2016-02-02,8.6,71.4,50%,531.1,30.6,17000,22000,2,키움,7.0,3,0.6012,"[(0, 0.03418927), (1, 0.31222865), (2, 0.023148969), (3, 0.60115176), (4, 0.02928132)]"
561,제이에스코퍼레이션,2016-02-04,23000,39100,0,37750,거래소,중소일반,162608,25750,20087,1313,3283132,100,0.0,477.76,75512,21000,2016-01-27,20.0,60.0,50%,433.6,35.9,19000,23000,1,NH,4.0,1,0.9072,"[(0, 0.026693389), (1, 0.9071587), (2, 0.018022092), (3, 0.02532583), (4, 0.022799995)]"
562,아이엠텍,2016-02-03,7500,8500,0,12350,코스닥,중소일반,46553,5835,5180,8393,4300000,500,0.0,138.9,32250,25000,2016-01-27,10.9,69.1,50%,112.3,25.0,6500,7500,1,대우,1.0,0,0.2333,"[(0, 0.23326142), (1, 0.18708047), (2, 0.1579376), (3, 0.22194403), (4, 0.19977646)]"
563,유니트론텍,2016-02-02,14000,25300,0,24850,코스닥,중소일반,86379,7055,5657,1655,655000,500,0.0,1112.76,9170,13000,2016-01-22,6.11,73.89,50%,455.8,21.7,12300,14000,1,하나,8.0,4,0.9252,"[(0, 0.021845894), (1, 0.017477067), (2, 0.014754374), (3, 0.020733815), (4, 0.92518884)]"
564,차이나크리스탈신소재,2016-01-28,3000,4000,0,3870,코스닥,중소일반,0,0,0,34631,9300000,562,0.0,179.54,27900,160000,2016-01-22,0.0,80.0,50%,36.3,0.9,2900,4200,1,신한,6.0,0,0.9125,"[(0, 0.9125071), (1, 0.02134783), (2, 0.018022206), (3, 0.025325917), (4, 0.022796955)]"
565,한솔씨앤피,2016-01-27,13000,18950,0,19600,코스닥,중소일반,50873,4059,3745,1730,900000,500,0.0,789.84,11700,7000,2016-01-20,6.2,73.8,50%,136.97,5.97,13000,16800,1,신한,6.0,0,0.8876,"[(0, 0.88761884), (1, 0.027420435), (2, 0.023148762), (3, 0.032529984), (4, 0.029281953)]"
566,에스와이패널,2015-12-29,5000,4700,0,6110,코스닥,중소일반,151338,2358,2046,3100,2135922,500,0.0,363.49,10680,21000,2015-12-18,20.0,60.0,50%,4.88,0.0,7000,8000,0,미래에셋,1.0,0,0.4458,"[(0, 0.44578278), (1, 0.43547687), (2, 0.032353204), (3, 0.04546406), (4, 0.040923115)]"
567,코리아오토글라스,2015-12-29,11000,11600,0,13600,거래소,중소일반,429725,32896,25480,100000,8040000,5000,0.0,430.14,88440,64000,2015-12-22,20.0,80.0,50%,57.68,4.47,10500,12000,1,NH,4.0,1,0.8807,"[(0, 0.03431187), (1, 0.88072103), (2, 0.023148898), (3, 0.03253035), (4, 0.029287806)]"
568,코디엠,2015-12-29,4700,7490,0,6100,코스닥,중소일반,38105,2197,1914,1896,1000000,500,0.0,599.99,4700,10000,2015-12-16,5.0,75.0,50%,39.79,2.51,4700,5800,1,미래에셋,1.0,4,0.8827,"[(0, 0.034188747), (1, 0.02742008), (2, 0.023148652), (3, 0.032529972), (4, 0.88271254)]"
569,잇츠스킨,2015-12-28,170000,172000,0,152000,거래소,중소일반,241884,100819,76331,4367,948317,500,0.0,219.27,161214,5400,2015-12-18,20.0,60.0,50%,11.53,8.7,208500,253000,0,대우,1.0,1,0.8333,"[(0, 0.04787462), (1, 0.8333369), (2, 0.032353032), (3, 0.045464687), (4, 0.040970802)]"
570,육일씨엔에쓰,2015-12-24,6000,6560,0,5160,코스닥,중소일반,106932,6320,2958,4261,700000,500,0.0,21.02,4200,14000,2015-12-16,15.0,65.0,50%,8.74,0.0,6000,6700,1,그외,17.0,4,0.6024,"[(0, 0.3145029), (1, 0.027421566), (2, 0.023149876), (3, 0.032531835), (4, 0.6023938)]"
571,휴젤,2015-12-24,150000,199500,0,168300,코스닥,중소일반,23269,12439,10758,1642,360000,500,0.0,91.63,54000,1800,2015-12-16,8.4,71.6,50%,6.7,8.61,190000,210000,0,대우,1.0,3,0.8406,"[(0, 0.047781575), (1, 0.038321797), (2, 0.03235213), (3, 0.840622), (4, 0.040922463)]"
572,이에스브이,2015-12-24,10000,18500,0,13600,코스닥,중소일반,32746,2343,2239,3313,1580000,500,0.0,558.9,15800,12600,2015-12-16,5.91,74.09,50%,23.29,2.38,13000,15000,0,NH,4.0,3,0.886,"[(0, 0.034188733), (1, 0.027420066), (2, 0.023148708), (3, 0.8859616), (4, 0.029280895)]"
573,한국맥널티,2015-12-23,8000,16000,1,13250,코스닥,중소일반,19421,6609,5340,2487,1250000,500,0.0,479.79,10000,25000,2015-12-15,5.0,75.0,50%,60.5,0.2,10500,11500,0,키움,7.0,0,0.2333,"[(0, 0.23326142), (1, 0.18708047), (2, 0.1579376), (3, 0.22194403), (4, 0.19977646)]"
574,아진산업,2015-12-22,6500,7620,0,6320,코스닥,중소일반,134258,19517,15665,6299,4500000,500,0.0,0.47,29250,45000,2015-12-15,9.3,90.7,50%,11.61,8.7,6500,7500,1,미래에셋,1.0,1,0.8335,"[(0, 0.047781546), (1, 0.83348054), (2, 0.0323522), (3, 0.045463275), (4, 0.04092244)]"
575,덱스터,2015-12-22,14000,24800,0,28800,코스닥,중소일반,18665,375,2862,5353,2141664,500,0.0,500.76,29983,16000,2015-12-15,10.0,70.0,50%,255.31,33.1,11000,14000,1,NH,4.0,4,0.9451,"[(0, 0.01601904), (1, 0.0128257405), (2, 0.010828115), (3, 0.015216459), (4, 0.9451106)]"
576,씨트리,2015-12-21,6500,9250,0,12000,코스닥,중소일반,17164,126,305,3511,1200000,500,0.0,199.96,7800,24000,2015-12-11,10.0,70.0,50%,4.7,0.6,8300,10200,0,신한,6.0,3,0.4677,"[(0, 0.24819529), (1, 0.24331078), (2, 0.018022286), (3, 0.46767503), (4, 0.022796547)]"
577,강스템바이오텍,2015-12-21,6000,7200,0,9360,코스닥,중소일반,208,-3717,-3714,6908,2000000,500,0.0,40.92,12000,40000,2015-12-11,3.0,77.0,50%,11.35,0.0,8000,10000,0,키움,7.0,1,0.8809,"[(0, 0.034188744), (1, 0.88085175), (2, 0.02314865), (3, 0.032529972), (4, 0.029280907)]"
578,메가엠디,2015-12-18,3000,5020,0,3800,코스닥,중소일반,61775,7867,5146,10200,5372464,500,0.0,280.82,16117,42960,2015-12-11,20.0,60.0,50%,16.67,7.5,3600,4600,0,NH,4.0,0,0.8429,"[(0, 0.8428828), (1, 0.03832308), (2, 0.032353178), (3, 0.045464903), (4, 0.040976)]"
579,파크시스템스,2015-12-17,9000,11000,0,8660,코스닥,중소일반,15293,-749,-717,3215,1000000,500,0.0,7.55,9000,20000,2015-12-10,5.0,75.0,50%,50.29,57.3,9000,11000,1,그외,17.0,2,0.6828,"[(0, 0.026617605), (1, 0.021347813), (2, 0.6827552), (3, 0.24648286), (4, 0.022796558)]"
580,보광산업,2015-12-17,4000,6110,0,6310,코스닥,중소일반,31521,4485,3930,5745,3000000,500,0.0,172.98,12000,44000,2015-12-10,13.33,66.67,50%,15.47,0.0,6000,7000,0,하나,8.0,2,0.7137,"[(0, 0.079318546), (1, 0.063614875), (2, 0.7136645), (3, 0.075470045), (4, 0.06793205)]"
581,뉴트리바이오텍,2015-12-16,21000,23000,0,29000,코스닥,중소일반,45409,2895,2388,5157,2080000,500,0.0,2.38,43680,30000,2015-12-08,15.5,64.5,50%,93.92,28.32,21000,24000,1,그외,17.0,3,0.8859,"[(0, 0.034254014), (1, 0.027420666), (2, 0.023149136), (3, 0.88589466), (4, 0.02928154)]"
582,예스티,2015-12-16,14500,15500,0,18000,코스닥,중소일반,40423,686,670,2163,1075000,500,0.0,9.8,15588,8600,2015-12-09,10.0,70.0,50%,32.9,73.3,14500,18500,1,NH,4.0,4,0.8827,"[(0, 0.034188747), (1, 0.027420076), (2, 0.023148652), (3, 0.032529972), (4, 0.88271254)]"
583,멕아이씨에스,2015-12-14,4500,8000,0,6600,코스닥,중소일반,8547,-237,-32,2680,550000,500,0.0,174.29,2475,10000,2015-12-04,20.0,60.0,50%,3.77,0.0,7500,9000,0,키움,7.0,0,0.8429,"[(0, 0.84294015), (1, 0.0383218), (2, 0.03235236), (3, 0.04546329), (4, 0.04092242)]"
584,엔에스,2015-12-07,8000,12950,0,14750,코스닥,중소일반,20780,1940,1614,2450,992985,500,0.0,29.5,7944,19000,2015-11-25,12.0,68.0,50%,179.61,21.42,6300,7200,2,그외,17.0,0,0.7393,"[(0, 0.7392843), (1, 0.06361337), (2, 0.053703833), (3, 0.07546813), (4, 0.067930415)]"
585,미래테크놀로지,2015-12-01,16100,14950,0,13700,코스닥,중소일반,17388,4872,3897,2000,1500000,500,0.0,1.5,24150,15000,2015-11-20,10.0,70.0,50%,117.3,5.7,14300,16100,1,그외,17.0,3,0.886,"[(0, 0.034188733), (1, 0.027420066), (2, 0.023148712), (3, 0.8859616), (4, 0.029280895)]"
586,세진중공업,2015-11-30,3500,3495,0,3135,거래소,중소일반,567935,21747,17912,19141,5729850,500,0.0,2.29,20054,38000,2015-11-20,20.0,60.0,50%,8.89,26.5,3500,3900,1,대우,1.0,1,0.8808,"[(0, 0.034189537), (1, 0.88084906), (2, 0.023149127), (3, 0.0325307), (4, 0.029281529)]"
587,하이즈항공,2015-11-25,18000,16200,0,16800,코스닥,중소일반,31291,3903,3109,8723,4375000,500,0.0,3.08,78750,85000,2015-11-13,13.71,66.29,50%,47.27,0.89,23000,26000,0,그외,17.0,2,0.8766,"[(0, 0.034189373), (1, 0.027440127), (2, 0.87655854), (3, 0.032530546), (4, 0.029281402)]"
