,offering_price,stock_market,company_size,sales,profit_before_tax,income,capital,offering_number,par_value,old_sales_ratio,general_competition_rate,offering_price_total,subscription_limit,ownership_ratio,institutional_ratio,subscription_margin_rate,institutional_competition_rate,obligatory,desired_offering_price,manager_rank,topic,label
0,43000,1,2,43973,16980,14264,2535,2218258,200,0.0,823.74,95385,27000,5.96,69.04,1,1669.6,49.52,2,3.0,4,0
1,9800,1,2,12014,2288,2134,1239,2000000,100,0.0,1785.11,19600,25000,0.78,74.22,1,1715.41,6.06,1,1.0,3,1
2,15000,1,2,12273,-2833,-1686,5048,1500000,500,0.0,53.06,22500,10000,5.0,75.0,1,86.44,3.69,0,6.0,3,0
3,2000,1,2,0,0,0,588,5000000,100,0.0,11.23,10000,80000,0.0,75.0,0,21.25,0.0,1,7.0,2,0
4,12000,1,2,35980,10067,852,1099,2500000,100,0.0,1481.83,30000,31000,0.0,75.0,1,1688.87,8.24,1,1.0,2,0
5,18000,1,2,8868,-5249,-5242,5496,750000,500,0.0,994.8,13500,9000,0.0,75.0,1,854.29,1.94,1,1.0,3,0
6,18200,1,2,22856,711,1286,2597,860000,500,0.0,266.16,15652,21000,0.0,75.0,1,363.22,3.85,1,11.0,3,0
7,15500,1,2,31707,4976,4208,2959,1000000,500,0.0,1636.63,15500,8000,0.0,75.0,1,1716.98,10.83,1,2.0,3,0
8,5000,0,2,0,0,0,38650,23780000,500,0.0,1.87,118900,0,0.0,60.0,1,24.0,8.03,1,2.0,1,0
9,2000,1,2,0,0,0,492,4500000,100,0.0,35.13,9000,55000,0.0,75.0,0,168.97,1.77,1,1.0,0,0
10,2000,1,2,0,0,0,443,4000000,100,0.0,51.76,8000,50000,0.0,75.0,0,334.37,0.0,1,16.0,2,0
11,2000,1,2,0,0,0,562,5000000,100,0.0,2.45,10000,100000,0.0,75.0,0,37.12,0.0,1,8.0,2,0
12,13000,1,2,5600,-150742,-150742,11002,2000000,500,0.0,262.2,26000,10000,0.0,75.0,1,26.7,0.23,0,3.0,1,0
13,5100,1,2,49373,31137,24,23217,4618047,1000,33.33,1165.75,23552,57000,0.0,75.0,1,1298.41,2.84,1,1.0,4,0
14,5000,2,2,0,0,0,35300,23200000,500,0.0,0.53,116000,0,0.0,70.0,1,7.2,55.78,1,2.0,1,0
15,2000,1,2,0,0,0,477,4500000,100,0.0,1.53,9000,55000,0.0,75.0,0,118.23,2.56,1,10.0,2,0
16,10000,1,2,0,0,0,3840,7000000,500,0.0,0.45,70000,85000,0.0,75.0,0,63.11,1.58,1,1.0,0,0
17,10000,1,2,152026,4968,3866,6059,3007320,500,0.0,1312.1,30073,37000,0.0,75.0,1,1613.16,18.19,2,3.0,2,0
18,2000,1,2,0,0,0,392,3400000,100,0.0,374.56,6800,85000,0.0,75.0,0,687.65,6.4,1,4.0,2,0
19,22000,1,2,14324,1062,1170,3098,930000,500,0.0,1030.65,20460,21000,7.5,75.0,1,1702.43,11.42,2,12.0,4,1
20,2000,1,2,0,0,0,603,5500000,100,0.0,75.97,11000,100000,0.0,75.0,0,656.25,0.0,1,8.0,2,0
21,13000,1,2,27044,4859,4521,9577,2050000,500,0.0,1637.43,26650,17000,0.0,75.0,1,1723.21,25.64,1,2.0,4,1
22,10000,1,2,0,0,0,2332,4000000,500,0.0,170.79,40000,50000,0.0,75.0,0,992.31,4.33,1,3.0,2,0
23,21000,1,2,30555,7099,6234,2398,650000,500,0.0,1034.74,13650,16250,0.0,75.0,1,1594.95,0.0,1,15.0,1,1
24,2000,1,2,0,0,0,973,8500000,100,0.0,16.36,17000,105000,0.0,75.0,0,249.34,14.03,1,10.0,2,0
25,2000,1,2,0,0,0,0,4650000,100,0.0,253.85,9300,55000,0.0,75.0,0,525.89,2.47,1,1.0,0,1
26,3000,1,2,9385,2436,2258,1203,2600000,100,0.0,1643.88,7800,30000,0.0,75.0,1,1603.33,6.36,1,16.0,0,1
27,13000,1,2,78703,-15143,-14605,3133,4000000,100,0.0,142.47,52000,30000,15.0,60.0,1,352.61,4.33,1,2.0,0,0
28,10500,1,2,5414,546,734,1509,3700000,100,18.92,868.07,38850,50000,0.0,75.0,1,1325.79,1.41,1,7.0,3,1
29,5000,1,2,20851,2240,1808,793,2000000,100,12.5,1772.59,10000,30000,5.0,70.0,1,1547.13,12.24,2,7.0,0,1
30,19500,1,2,14390,2089,2111,515,1000000,100,20.0,1592.89,19500,12500,10.0,75.0,1,1701.62,16.45,1,1.0,4,1
31,11000,1,2,116861,2131,-216,1429,3552037,100,40.0,117.63,39072,88000,0.0,75.0,1,37.51,0.45,0,9.0,1,1
32,18000,1,2,20075,-3245,-3245,1939,775956,500,0.0,5.97,13967,6000,5.0,70.0,1,98.49,2.22,1,2.0,3,1
33,6000,1,2,328046,18903,14766,1443,3600000,100,0.0,938.26,21600,30000,0.0,75.0,1,1576.56,3.95,1,6.0,0,1
34,3100,1,2,189024,4921,4031,10417,6500000,500,0.0,565.18,20150,0,0.0,75.0,1,998.9,3.9,1,1.0,0,0
35,28000,1,2,88324,12235,10386,5311,2200000,500,0.0,0.81,61600,27500,3.55,71.45,1,31.33,0.42,0,17.0,2,0
36,2000,1,2,0,0,0,0,5150000,100,0.0,0.64,10300,126000,0.0,75.0,0,10.09,9.9,1,12.0,2,0
37,9000,0,2,622355,865667,671556,50938,13000000,500,20.0,14.61,117000,56000,20.0,75.0,1,3.29,2.77,0,4.0,0,0
38,2000,1,2,0,0,0,431,4000000,100,0.0,0.29,8000,100000,0.0,75.0,0,2.108,0.0,1,17.0,2,0
39,2000,1,2,0,0,0,0,4000000,100,0.0,0.95,8000,100000,0.0,75.0,0,14.73,0.0,1,16.0,2,0
40,2000,1,2,0,0,0,0,6500000,100,0.0,0.58,13000,162500,0.0,75.0,0,4.01,0.76,1,4.0,2,0
41,17000,1,2,38374,-11087,-11087,4295,1750000,500,0.0,6.9,29750,437500,3.0,75.0,1,44.73,0.05,0,4.0,4,0
42,2000,1,2,0,0,0,130,7500000,100,0.0,3.46,15000,0,0.0,75.0,0,101.35,4.93,1,4.0,2,0
43,2000,1,2,0,0,0,21,3250000,100,0.0,8.01,6500,80000,0.0,75.0,0,112.3,2.67,1,14.0,2,0
44,2000,1,2,0,0,0,564,5000000,100,0.0,7.98,10000,125000,0.0,75.0,0,173.27,15.0,1,9.0,2,0
45,8000,1,2,57871,3973,4499,5322,1100000,500,0.0,14.59,8800,13000,4.55,75.0,1,129.06,11.41,0,8.0,0,0
46,12000,1,2,1862,-9271,-9271,4102,1300000,500,0.0,5.99,15600,325000,3.7,71.3,1,14.37,0.0,0,2.0,3,0
47,10000,1,2,10055,-29408,-29867,5258,2100000,500,0.0,1.86,21000,26000,0.0,75.0,1,42.15,6.0,0,1.0,4,0
48,2000,1,2,28067,1440,1441,1971,2760000,100,0.0,57.8,5520,34000,20.0,75.0,1,736.72,1.11,1,1.0,2,0
49,1700,1,2,68666,13827,10106,6558,17000000,100,0.0,1384.3,28900,212500,10.29,75.0,1,1744.08,4.03,1,1.0,3,0
50,10500,1,2,71969,11952,9849,1138,2700000,100,14.81,87.78,28350,30000,10.0,65.0,1,1295.18,5.3,1,16.0,1,0
51,49000,1,2,75894,-2693,-2915,797,1994762,100,15.0,1.73,97743,24500,5.0,70.0,1,67.49,0.14,0,1.0,4,0
52,17000,1,2,32749,4356,4328,2436,1400000,500,0.0,5.73,23800,22000,3.0,75.0,1,74.53,0.0,0,7.0,1,0
53,16900,1,2,7333,-6668,-6668,5029,1500000,500,0.0,1181.88,25350,19000,15.0,75.0,1,1652.13,7.6,1,9.0,4,0
54,16000,1,2,20498,6129,4739,819,1728870,100,5.78,29.59,27662,21500,0.0,75.0,1,616.71,0.55,1,1.0,0,0
55,2000,1,2,0,0,0,612,6000000,100,0.0,48.57,12000,50000,100.0,75.0,0,1112.3,17.41,1,5.0,2,0
56,44000,1,2,71905,16108,12486,1992,990500,500,0.0,7.44,43582,12000,0.0,75.0,1,86.0,0.21,0,1.0,0,0
57,2000,1,2,0,0,0,405,3800000,100,0.0,21.84,7600,46000,0.0,75.0,0,936.7,0.0,1,11.0,0,0
58,2000,1,2,0,0,0,431,4000000,100,0.0,70.54,8000,0,0.0,75.0,0,1116.94,0.0,1,16.0,2,0
59,10500,1,2,44827,6621,5732,2585,1720000,500,0.0,82.63,18060,21000,0.0,75.0,1,283.4,13.76,1,1.0,4,0
60,18800,1,1,12025,767,432,3835,1490000,500,0.0,113.53,28012,12000,4.0,71.0,1,462.19,10.4,1,5.0,3,0
61,10000,1,2,0,0,0,1751,3000000,500,0.0,430.03,30000,37500,0.0,75.0,0,1150.94,28.47,1,3.0,2,0
62,7000,1,2,6349,-21682,-21682,8853,1771000,500,0.0,2.76,12397,22000,10.0,65.0,1,39.78,1.91,0,1.0,0,0
63,2000,1,2,0,0,0,602,5000000,100,0.0,140.66,10000,40000,0.0,75.0,0,1194.35,20.26,1,2.0,2,0
64,10000,1,2,0,0,0,2151,4000000,500,0.0,18.3,40000,80000,0.0,75.0,0,831.53,0.0,1,8.0,2,0
65,8900,1,2,4886,-24,-24,4978,2000000,500,0.0,6.42,17800,25000,5.0,75.0,1,558.92,8.74,1,9.0,3,0
66,5000,1,2,0,-26655,-26543,11115,2747000,500,0.0,9.39,13735,27200,0.0,75.0,1,26.0,5.47,0,4.0,3,0
67,30000,1,2,31904,4661,4284,3992,2000000,500,0.0,11.95,60000,16000,5.0,65.0,1,451.49,30.96,1,2.0,0,0
68,12400,1,2,6779,-2817,-2816,2972,1800000,500,33.33,1657.6,22320,22500,0.0,75.0,1,1644.01,32.54,1,1.0,4,0
69,8400,1,2,15695,3741,2876,4673,2056000,500,0.0,1018.61,17270,25000,0.0,75.0,1,1582.84,4.66,1,9.0,0,0
70,12500,1,2,16405,3148,2833,2570,1154744,500,11.55,781.31,14434,11200,5.0,75.0,1,1495.69,6.02,1,4.0,3,0
71,27000,1,2,60079,9147,7086,3198,1000000,500,0.0,1514.8,27000,8000,2.56,75.0,1,1725.78,8.12,1,5.0,4,0
72,2000,1,2,0,0,0,573,5500000,100,0.0,51.18,11000,1375000,0.0,75.0,0,1123.02,0.0,1,10.0,2,0
73,2000,1,2,0,0,0,372,3500000,100,0.0,240.08,7000,87500,0.0,75.0,0,1067.0,25.31,1,17.0,0,0
74,11000,1,2,5459,1202,1202,6156,616000,500,0.0,186.28,6776,7500,0.0,75.0,1,31.93,4.18,0,8.0,3,0
75,60000,1,2,111875,-44279,-31178,16848,9000000,500,18.44,7.25,540000,30000,0.0,75.0,1,33.28,4.24,0,3.0,0,0
76,13000,1,2,97923,4209,4616,4039,1200000,500,0.0,1518.2,15600,10000,4.2,70.8,1,1556.04,11.12,1,2.0,3,0
77,10000,1,2,5186,-14524,-14608,2087,3636641,100,14.76,78.17,36366,1000,6.5,68.5,1,44.25,15.85,0,3.0,3,0
78,9000,1,2,112579,9214,7412,1057,3322560,100,21.75,1136.4,29903,27000,14.0,75.0,1,1934.89,4.57,1,6.0,4,0
79,28000,0,2,261824,67745,-67745,3272,3640000,100,0.0,14.4,101920,31000,20.0,75.0,1,56.07,0.17,0,1.0,0,0
80,15000,1,2,35745,7530,7479,3874,2260000,500,0.0,432.58,33900,27000,0.0,75.0,1,1480.78,6.08,1,12.0,0,0
81,35000,1,2,33389,5237,4423,2377,1070000,500,15.89,1724.96,37450,8000,0.7,74.3,1,1670.9,37.7,2,2.0,0,1
82,35000,0,2,294111,67024,53318,2000,5715000,200,25.0,3.4,200025,65000,20.0,75.0,1,130.37,18.94,1,1.0,1,0
83,34000,1,2,24167,2706,2428,2832,1180000,500,12.29,2.51,40120,14000,0.0,75.0,1,57.28,12.47,1,3.0,1,0
84,50000,1,2,65939,-10813,-2998,5947,2670000,500,0.0,1207.1,133500,10000,20.0,75.0,1,2269.68,38.66,2,3.0,2,0
85,16000,1,2,0,-10344,-10220,10514,1620000,1000,0.0,4.76,25920,16000,0.0,75.0,1,14.43,10.66,0,4.0,1,0
86,30000,1,2,1430,-83739,-83739,6078,1214300,500,0.0,8.99,36429,12000,7.0,75.0,1,7.1,1.65,0,4.0,3,0
87,25000,1,2,61174,23462,17658,9874,3000000,500,0.0,1159.05,75000,30000,12.2,62.8,1,1511.36,42.54,1,4.0,4,1
88,18600,1,2,60760,2049,2506,10110,2400000,1000,16.67,682.13,44640,30000,0.0,75.0,1,1616.27,5.92,1,8.0,0,0
89,25000,1,2,14001,1495,1488,2840,1200000,500,0.0,1386.86,30000,10000,5.0,70.0,1,1482.6,7.07,1,2.0,3,0
90,13000,1,2,10383,-13496,-13496,8692,2600000,500,0.0,1727.38,33800,30000,0.0,75.0,1,1623.41,11.58,2,9.0,4,0
91,40000,1,2,6180,-27054,-26491,6319,1300000,500,0.0,5.57,52000,7000,0.0,75.0,1,28.35,0.0,1,1.0,1,0
92,16000,1,2,3879,-7665,-7665,4212,1600000,500,0.0,1845.11,25600,20000,0.0,75.0,1,1442.95,12.43,2,3.0,4,0
93,16200,1,2,418527,32253,24895,7696,5366087,500,0.0,111.26,86931,44000,5.0,75.0,1,955.0,1.39,1,6.0,0,0
94,10000,1,2,24386,-3424,-3424,3144,1000000,500,10.0,26.86,10000,12500,5.0,70.0,1,111.05,0.76,0,16.0,3,0
95,40000,1,2,31900,4327,3457,4380,2136000,500,0.0,710.37,85440,16000,6.5,75.0,1,751.39,10.75,1,2.0,2,0
96,6000,1,2,70387,1294,849,10275,6341686,500,8.33,42.1,38050,0,2.0,73.0,1,24.79,16.47,0,5.0,4,0
97,14000,1,2,17098,1877,1852,5744,2000000,500,0.0,2183.29,28000,25000,0.0,75.0,1,1847.12,14.7,2,9.0,4,0
98,15000,1,2,159386,22879,8132,1700,2500000,100,20.0,151.58,37500,14000,0.0,75.0,1,254.74,1.18,1,2.0,4,0
99,17000,1,2,13993,1329,1354,5112,1774967,500,10.42,3763.37,30174,22000,0.0,75.0,1,1846.32,55.52,2,1.0,4,1
100,16400,1,2,29135,2393,2162,1843,885000,500,16.72,2029.37,14514,2000,0.0,75.0,1,1729.63,11.16,1,2.0,2,1
101,4400,1,2,82695,4710,4254,2648,6650000,100,33.08,2475.87,29260,55000,5.0,75.0,1,1812.83,6.73,2,6.0,0,1
102,20000,1,2,32683,5422,4346,367,1400000,100,0.0,7.53,28000,17500,0.71,74.29,1,56.9,2.65,0,1.0,0,0
103,10000,1,2,27952,2509,2505,4290,2150000,500,0.0,2535.3,21500,16000,6.0,69.0,1,1756.45,15.92,2,2.0,4,1
104,20000,1,2,13785,2383,2093,2680,800000,500,0.0,23.39,16000,10000,0.0,75.0,1,114.19,0.87,0,8.0,3,0
105,10000,1,2,295,-8975,-8975,5726,1500000,500,0.0,8.7,15000,0,11.0,75.0,1,31.5,0.0,0,2.0,1,0
106,13000,1,2,47343,1846,2011,6183,2500000,500,0.0,2686.22,32500,24000,4.4,75.0,1,1831.23,22.84,2,4.0,4,1
107,15200,1,2,37117,-506,592,10520,3000000,500,0.0,2235.98,45600,37500,0.0,75.0,1,1556.53,11.0,1,9.0,1,0
108,8000,1,2,24509,14614,12819,8939,4500000,500,40.0,22.73,36000,0,0.0,75.0,1,20.06,0.0,0,3.0,0,0
109,15000,1,2,35364,5544,4513,3493,1000000,500,0.0,46.41,15000,8000,0.0,75.0,1,190.59,19.93,1,2.0,0,0
110,15000,1,2,15082,-1343,-2180,3982,1600000,500,0.0,2683.0,24000,14000,0.0,75.0,1,1535.42,11.08,2,6.0,4,1
111,28000,1,2,8640,28,2461,4347,1300000,500,0.0,4.74,36400,32000,6.15,75.0,1,74.01,11.8,1,15.0,3,0
112,18000,1,2,301025,14914,11288,2568,879800,500,31.8,25.29,15836,7000,9.4,65.6,1,13.69,4.19,0,2.0,3,0
113,17500,1,2,82805,2953,2273,5529,3100000,500,22.96,24.36,54250,38000,3.23,71.77,1,102.0,0.97,1,1.0,4,0
114,8000,1,2,34049,1714,1052,4479,2000000,500,0.0,2435.07,16000,16000,4.0,71.0,1,1618.26,7.71,1,2.0,4,1
115,13000,1,2,4558,-8971,-8971,6036,2226300,500,0.0,1751.25,28942,55500,3.5,75.0,1,1724.66,59.95,2,12.0,3,1
116,22000,1,2,15349,4014,3552,3982,1980000,500,0.0,887.4,43560,19600,3.78,75.0,1,1343.51,2.94,1,4.0,2,0
117,300000,0,2,1461068,-604854,-451771,117000,42500000,500,20.0,69.34,12750000,162000,20.0,75.0,1,2023.37,77.38,1,1.0,0,0
118,7000,1,2,9815,-7476,-7345,4546,1360000,500,0.0,27.2,9520,34000,0.0,75.0,1,102.15,0.0,1,9.0,3,0
119,20000,1,2,24192,-1761,-2088,4454,1600000,500,20.0,1408.33,32000,13300,20.0,75.0,1,1638.36,36.8,1,12.0,0,1
120,5300,1,2,49437,3595,3444,6437,2877579,500,0.0,2395.63,15251,0,0.0,75.0,1,1713.0,8.34,2,1.0,1,0
121,15000,1,2,34650,2147,3153,3124,1200000,500,0.0,2054.63,18000,30000,0.0,75.0,1,1545.68,17.75,2,16.0,4,0
122,5800,1,2,66974,44624,35765,50000,20000000,500,0.0,327.26,116000,100000,0.0,75.0,1,50.19,6.94,1,2.0,0,0
123,5000,0,2,0,0,0,55955,26977842,1000,0.0,151.98,134889,0,0.0,70.35,1,564.84,15.28,1,2.0,1,0
124,70000,1,2,713,-14882,-14882,3926,1000000,500,0.0,164.13,70000,8000,4.0,71.0,1,29.54,0.1,0,2.0,1,0
125,5000,0,2,0,0,0,29360,15020000,1000,0.0,753.4,75100,0,0.0,60.0,1,1019.58,17.34,1,1.0,1,0
126,30000,1,2,11292,-20536,-20386,3022,604459,500,0.0,89.9,18134,0,15.0,75.0,1,197.55,19.74,1,4.0,3,0
127,21400,1,2,37277,5262,3719,3965,1253000,500,37.51,3706.79,26814,15500,0.0,75.0,1,1719.61,15.98,1,1.0,4,1
128,7500,1,2,16115,1661,2235,4071,1000000,500,0.0,68.11,7500,8000,0.0,75.0,1,205.12,0.98,1,2.0,2,0
129,5000,0,2,0,0,0,21100,28100000,500,0.0,453.48,140500,0,0.0,66.5,1,628.2,17.07,1,2.0,3,0
130,22000,1,2,18260,3078,2916,3627,1220000,500,0.0,2266.84,26840,15000,0.0,75.0,1,1627.34,9.2,2,9.0,3,1
131,10000,1,2,13180,2867,2457,3096,1547000,500,0.0,1537.44,15470,12000,9.05,75.0,1,1613.84,15.23,2,4.0,1,1
132,14300,1,2,51314,2856,3015,2988,1777000,500,6.75,633.61,25411,14000,20.0,75.0,1,1601.14,9.11,1,6.0,3,1
133,11000,1,2,11576,-10226,-10226,4110,2071000,500,0.0,589.64,22781,25000,2.93,75.0,1,1662.29,5.96,2,8.0,3,0
134,26000,1,2,13048,-1352,-2250,10875,3300000,500,0.0,1598.15,85800,26000,15.0,75.0,1,2001.11,37.46,2,2.0,3,1
135,20000,1,2,3794,-9152,-9152,5434,2000000,500,0.0,162.5,40000,25000,1.69,74.57,1,66.03,0.1,0,4.0,1,0
136,90000,0,2,284371,-25768,-25051,65183,17000000,500,0.0,29.6,1530000,135000,20.0,75.0,1,1714.47,70.44,1,2.0,0,1
137,12500,1,2,24273,2387,1957,306,1000000,100,0.0,1520.35,12500,0,10.0,65.0,1,1472.19,12.96,1,16.0,0,1
138,42000,1,2,138888,1161,501,7553,2262625,500,0.0,1275.69,95030,24000,17.84,55.0,1,1647.4,64.45,2,6.0,2,0
139,21000,1,2,54164,20372,16067,1300,4330000,100,0.0,5.95,90930,39000,5.0,75.0,1,64.19,3.22,1,5.0,3,0
140,17400,1,2,42392,5797,4554,3582,1425000,500,0.0,1479.87,24795,17500,0.0,75.0,1,1134.34,4.37,1,3.0,4,0
141,25000,1,2,79218,11566,8747,2060,978000,500,16.24,20.88,24450,12000,3.58,71.42,1,63.1,0.0,0,3.0,0,0
142,11000,1,2,78,-6240,-6240,11194,3950000,500,0.0,42.16,43450,49000,7.0,68.0,1,206.23,1.93,1,3.0,3,0
143,14000,1,2,17189,4823,4165,3935,2700000,500,25.93,2968.35,37800,33000,10.0,75.0,1,2068.17,25.28,2,1.0,4,1
144,25000,0,2,1323114,30985,24130,24043,16830288,500,92.86,8.72,420757,140000,10.0,75.0,1,40.0,0.0,0,3.0,0,0
145,6000,1,2,221698,14284,10598,8828,5250000,500,33.33,1408.69,31500,130000,0.0,75.0,1,1565.03,22.76,2,9.0,1,1
146,65000,1,2,64030,5375,4412,502,1004807,100,0.0,1623.28,65312,10000,2.99,72.01,1,1464.1,44.3,2,4.0,4,0
147,25000,1,2,44784,7631,6964,2222,630000,500,0.0,2818.08,15750,7500,16.2,75.0,1,2142.7,12.1,2,1.0,4,0
148,28000,1,2,56537,9035,7359,2029,1023000,500,0.0,4.2,28644,25000,3.3,71.7,1,173.11,0.01,0,14.0,0,0
149,27200,1,2,99398,7361,5716,5012,1654000,500,5.68,1701.0,44989,0,2.8,72.2,1,1437.63,8.37,1,1.0,0,0
150,18000,1,2,108045,-4014,-7813,1383,3000000,100,18.33,48.24,54000,30000,2.73,72.27,1,85.71,1.45,0,4.0,0,0
151,31500,1,2,24367,12134,9703,6955,1400000,500,0.0,1206.63,44100,22000,3.0,75.0,1,1220.2,7.8,1,7.0,3,0
152,60000,0,2,8310181,-540129,-431463,443865,18000000,5000,0.0,404.29,1080000,71000,20.0,75.0,1,1835.87,53.09,1,1.0,1,0
153,28000,1,2,17037,4388,3866,2696,600000,500,0.0,2939.57,16800,5000,5.0,75.0,1,1696.19,31.59,2,5.0,2,1
154,17000,1,2,1994,-10423,-10476,8338,2280000,500,0.0,30.66,38760,17500,0.0,75.0,1,139.36,4.3,1,1.0,1,0
155,34300,0,2,113525,15369,15579,18156,10893990,500,33.33,654.5,373664,50000,20.0,75.0,1,1471.01,61.52,1,1.0,0,1
156,52700,1,2,0,-10455,-10455,4716,1886480,500,0.0,886.2,99417,28000,1.33,73.67,1,1271.21,13.61,1,5.0,3,0
157,15100,0,2,569794,16643,11709,13226,6937500,500,42.34,1419.73,104756,86000,20.0,75.0,1,1776.9,16.33,1,1.0,1,1
158,25000,1,2,14829,4185,3734,2054,600000,500,33.33,1190.39,15000,10000,0.0,75.0,1,1428.8,8.92,2,7.0,3,1
159,59000,0,2,2100809,34374,23307,183170,14422000,5000,50.0,65.81,850898,46800,20.0,75.0,1,217.63,14.65,1,1.0,1,0
160,42000,1,2,235,-8688,-8606,2310,300000,500,0.0,834.86,12600,2400,0.0,75.0,1,1179.07,7.29,1,5.0,3,0
161,13700,0,2,151842,32335,27690,5534,8302321,200,66.67,109.8,113742,102000,0.0,75.0,1,418.99,3.27,1,1.0,0,0
162,22600,1,2,40302,3849,3389,2713,1016104,500,0.0,250.0,22964,8000,0.0,75.0,1,685.6,6.97,1,2.0,3,0
163,11000,1,2,39376,3086,2685,4134,1800000,500,0.0,2498.8,19800,14000,5.0,75.0,1,1631.0,18.29,2,5.0,3,1
164,35000,1,2,14648,-9174,-9174,2351,730000,500,27.69,1731.23,25550,6000,0.0,75.0,1,1503.91,10.98,1,2.0,3,1
165,498000,0,2,1670427,666768,556267,4889,8654230,100,35.01,7.79,4309807,39000,20.0,75.0,1,243.15,22.05,1,1.0,3,0
166,59000,1,2,515289,90469,67061,14452,10117000,500,42.86,388.9,596903,45000,20.0,75.0,1,1871.36,13.49,1,2.0,3,0
167,39000,0,2,804157,122332,113636,2375501,65450000,5000,0.0,181.1,2552550,880000,20.0,75.0,1,1732.83,45.28,1,2.0,4,0
168,36700,1,2,49165,503,-902,3047,1120000,500,25.0,159.42,41104,11200,4.86,75.0,1,576.74,0.67,1,4.0,0,0
169,15000,1,2,1983,-8921,-8921,4266,1000000,500,0.0,6762.75,15000,12000,18.9,75.0,1,1587.01,39.13,2,8.0,3,1
170,25000,1,2,0,-28610,-28610,6677,2133333,500,6.25,1546.9,53333,22500,0.0,75.0,1,1219.27,7.23,1,3.0,1,0
171,52000,0,2,73728,563,1399,51635,12442200,500,41.67,274.02,646994,52000,20.0,75.0,1,1143.76,12.45,1,2.0,0,0
172,14300,1,2,10229,-5308,-5332,5641,2211820,500,0.0,1485.15,31629,22000,5.0,75.0,1,1123.74,7.68,1,4.0,3,0
173,12400,1,2,62028,-705,-1196,5600,2779858,500,20.0,26.55,34470,69400,5.0,70.0,1,116.79,2.57,1,6.0,1,0
174,18000,1,2,60760,1722,1653,3475,1050000,500,0.0,692.12,18900,26250,20.0,75.0,1,1573.93,6.05,1,13.0,3,0
175,18000,1,2,12632,-1455,-1432,2443,500000,500,0.0,779.1,9000,4000,10.0,70.0,1,1526.2,8.9,2,5.0,4,0
176,14000,1,2,209770,20835,17105,12300,6000000,500,33.33,824.51,84000,35000,0.0,75.0,1,1419.23,4.48,1,2.0,4,0
177,3800,1,2,10206,873,653,2183,4500000,100,0.0,2345.4,17100,55000,15.0,60.0,1,1515.98,12.35,2,8.0,1,1
178,3200,1,2,7317,-13955,-13955,27997,8362000,500,0.0,1747.82,26758,100000,0.0,75.0,1,1356.43,5.47,2,9.0,0,0
179,20000,1,2,1135,-4041,-4041,3405,1425000,500,0.0,354.58,28500,17000,2.38,72.62,1,934.07,1.5,1,3.0,0,0
180,11000,1,2,14489,640,633,2209,1105000,500,0.0,2392.84,12155,0,6.7,68.3,1,1762.39,15.27,2,1.0,1,1
181,6500,1,2,20985,478,556,25076,12000000,500,16.67,1104.29,78000,150000,2.17,75.0,1,1537.67,26.07,2,9.0,1,0
182,47500,1,2,81598,7128,6637,590,1480000,100,40.0,898.0,70300,10000,3.02,75.0,1,1029.14,5.28,1,3.0,0,0
183,22200,1,2,58604,11482,8761,9969,3987632,500,25.0,95.01,88525,39500,2.35,72.65,1,252.13,4.12,1,7.0,3,0
184,105000,0,2,263037,76617,63684,71297,21390000,1000,0.0,288.17,2245950,0,20.0,75.0,1,1882.88,63.2,1,1.0,0,1
185,45000,1,2,39526,10444,8382,3972,1612319,500,19.37,1596.32,72554,14000,5.0,75.0,1,1594.61,30.9,2,3.0,2,0
186,13000,1,2,15327,-1518,-1518,2315,1000000,500,0.0,2053.27,13000,8000,0.0,75.0,1,1508.95,16.05,2,2.0,4,1
187,11500,1,2,32759,3014,2679,4144,2100000,500,0.0,2262.09,24150,52500,1.9,73.1,1,1427.15,20.73,1,6.0,3,1
188,19000,1,2,31884,2514,1912,1040,2300000,100,29.13,2573.6,43700,28000,0.0,75.0,1,1467.73,21.73,2,1.0,0,1
189,11000,1,2,12839,-3895,-4430,4713,1400000,500,0.0,2342.0,15400,11000,8.9,75.0,1,1691.65,24.42,1,2.0,4,1
190,36000,1,2,32927,2931,2198,1221,490000,500,0.0,2095.45,17640,12000,6.0,75.0,1,1452.49,22.15,2,15.0,4,0
191,12500,1,2,1162,-3963,-3963,4888,1000000,500,0.0,1774.57,12500,8000,0.0,75.0,1,1402.17,3.78,1,2.0,3,1
192,65000,0,2,183938,18485,14677,38250,22950000,500,33.33,335.36,1491750,84000,20.0,75.0,1,1275.47,59.92,1,1.0,3,1
193,30000,1,2,4089,-2469,-2026,3084,1000000,500,0.0,48.36,30000,12500,0.0,75.0,1,1364.85,8.8,2,9.0,0,0
194,7500,1,2,0,0,0,0,15000000,0,0.0,664.65,112500,120000,0.0,75.0,1,1374.09,25.54,2,1.0,1,1
195,12400,1,2,185,-22057,-22057,21425,7350000,500,0.0,126.06,91140,64000,0.0,75.0,1,369.91,6.5,1,1.0,3,0
196,9500,1,2,22372,2103,1903,2320,1361000,500,55.91,1880.43,12930,20000,0.0,75.0,1,1303.1,9.7,2,7.0,3,0
197,20000,1,2,3978,-1691,-1691,2104,800000,500,0.0,1243.48,16000,12000,2.0,75.0,1,1295.75,6.65,2,7.0,1,0
198,21000,1,2,162,-5913,-5913,1112,1800000,100,0.0,1102.7,37800,9000,14.2,80.0,1,1457.21,23.8,2,1.0,2,0
